id,time,ppg_signal,heart_rate,avg_temp,max_temp,min_temp,thermal_diff,velocity_mean,velocity_peak,flow_direction
342,6.82,0.991,65.0,36.95,37.21,36.45,0.76,0.28,0.4,1
343,6.84,0.992,71.7,37.27,37.790000000000006,36.970000000000006,0.82,0.75,0.97,0
344,6.86,0.955,70.2,36.91,37.34,36.56,0.78,0.52,0.68,1
345,6.88,0.958,78.1,37.16,37.62,36.83,0.79,0.51,0.71,0
346,6.9,0.993,71.6,36.98,37.31,36.44,0.87,0.74,0.99,1
347,6.92,0.91,79.4,36.18,36.89,35.63,1.26,0.58,0.81,1
348,6.94,0.913,82.0,36.36,37.28,36.14,1.14,0.69,0.95,0
349,6.96,0.948,78.9,36.64,37.06,36.37,0.69,0.5,0.63,1
350,6.98,0.974,73.9,37.33,37.82,37.08,0.74,0.72,0.87,0
351,7.0,1.001,75.7,36.42,36.83,35.980000000000004,0.85,0.63,0.91,1
352,7.02,1.06,67.4,37.03,37.69,36.45,1.24,0.66,0.94,0
353,7.04,1.03,74.3,36.95,37.52,36.510000000000005,1.01,0.57,0.77,0
354,7.06,0.979,70.7,37.59,37.78,37.63,0.15,0.84,1.04,0
355,7.08,0.987,78.5,36.78,37.06,36.23,0.83,0.88,1.14,1
356,7.1,0.939,87.9,35.92,36.120000000000005,35.79,0.33,0.27,0.5,1
357,7.12,0.988,77.5,37.12,38.06,36.86,1.2,0.74,0.97,1
358,7.14,0.975,65.0,37.87,38.4,37.43,0.97,0.44,0.59,0
359,7.16,1.007,73.2,37.16,37.44,36.78,0.66,0.68,0.94,1
360,7.18,0.95,75.6,36.41,36.67,35.84,0.83,0.33,0.52,1
361,7.2,1.017,75.4,36.26,36.82,35.98,0.84,0.66,0.79,0
362,7.22,1.069,71.3,36.32,36.9,36.11,0.79,0.47,0.63,0
363,7.24,0.987,76.2,37.8,38.36,37.46,0.9,0.53,0.7,1
364,7.26,1.013,68.8,36.64,36.95,36.04,0.91,0.54,0.81,1
365,7.28,1.028,70.3,36.47,36.93,35.94,0.99,0.49,0.66,1
366,7.3,0.974,78.2,36.72,37.14,36.3,0.84,0.49,0.71,0
367,7.32,1.006,69.9,36.64,36.85,35.97,0.88,0.54,0.63,1
368,7.34,0.995,77.7,37.58,37.79,36.95,0.84,0.58,0.83,1
369,7.36,1.0,68.2,36.29,36.77,35.73,1.04,0.65,0.81,1
370,7.38,0.957,83.8,37.39,37.83,37.23,0.6,0.88,1.1,1
371,7.4,0.997,71.1,36.86,37.37,36.3,1.07,0.46,0.68,1
372,7.42,1.021,73.9,37.4,37.96,37.04,0.92,0.62,0.85,1
373,7.44,1.069,76.7,37.59,38.290000000000006,37.27,1.02,0.72,0.94,1
374,7.46,1.045,72.2,36.84,37.080000000000005,36.580000000000005,0.5,0.49,0.79,1
375,7.48,1.105,75.7,36.64,37.17,36.27,0.9,0.26,0.47,0
376,7.5,0.959,77.9,36.83,37.38,36.56,0.82,0.31,0.62,1
377,7.52,1.041,79.8,36.75,37.09,36.32,0.77,0.27,0.5,1
378,7.54,1.007,79.0,35.97,36.39,35.6,0.79,0.83,1.04,0
379,7.56,1.108,74.1,37.58,37.92,37.14,0.78,0.69,0.93,0
380,7.58,0.958,74.3,36.92,37.74,36.41,1.33,0.71,0.92,0
381,7.6,0.957,86.7,36.22,36.64,35.879999999999995,0.76,0.75,0.97,0
382,7.62,0.969,79.7,35.77,36.260000000000005,35.52,0.74,0.51,0.73,1
383,7.64,0.893,70.4,35.64,35.99,35.64,0.35,0.95,1.16,1
384,7.66,0.973,75.5,37.19,37.49,36.64,0.85,0.65,0.96,1
385,7.68,0.961,73.3,36.49,36.63,36.07,0.56,0.59,0.9,0
386,7.7,1.007,74.3,36.57,37.19,36.21,0.98,0.77,0.99,0
387,7.72,1.017,68.9,37.04,37.59,36.41,1.18,0.7,0.96,1
388,7.74,1.094,72.9,36.54,36.88,36.4,0.48,0.8,1.06,0
389,7.76,1.047,84.1,37.07,37.29,36.66,0.63,0.81,1.06,1
390,7.78,0.971,77.9,36.85,37.29,36.64,0.65,0.55,0.78,0
391,7.8,0.955,62.5,36.76,37.06,36.23,0.83,0.63,0.86,1
392,7.82,1.025,81.1,36.01,36.37,36.06,0.31,0.46,0.69,1
393,7.84,0.934,80.4,36.39,36.54,35.83,0.71,0.36,0.52,0
394,7.86,1.092,73.2,37.1,37.54,36.55,0.99,0.73,0.93,1
395,7.88,1.059,78.6,36.46,36.91,36.24,0.67,0.74,0.88,0
396,7.9,0.976,70.7,37.4,38.02,36.99,1.03,0.3,0.53,1
397,7.92,0.914,72.6,37.97,38.34,37.75,0.59,0.49,0.71,1
398,7.94,1.068,82.5,37.13,37.46,36.64,0.82,0.61,0.84,0
399,7.96,0.994,73.6,37.55,37.64,36.99,0.65,0.62,0.78,1
400,7.98,1.062,65.7,37.16,37.78,36.96,0.82,0.91,1.16,0
401,8.0,0.92,74.7,36.53,37.11,36.39,0.72,0.51,0.73,0
402,8.02,0.969,74.6,36.9,37.31,36.28,1.03,0.57,0.88,1
403,8.04,1.0,81.0,37.81,37.940000000000005,37.02,0.92,0.7,0.94,1
404,8.06,1.002,75.1,36.54,36.7,36.04,0.66,0.55,0.72,0
405,8.08,0.976,72.9,36.28,36.57,35.77,0.8,0.52,0.65,0
406,8.1,1.03,80.2,36.23,36.82,35.9,0.92,0.51,0.72,0
407,8.12,0.945,75.6,36.69,37.15,36.25,0.9,0.63,0.78,0
408,8.14,0.991,71.2,36.3,36.4,35.83,0.57,0.57,0.73,0
409,8.16,1.004,80.8,37.64,38.12,37.28,0.84,0.7,0.85,0
410,8.18,1.024,76.0,36.91,37.13999999999999,36.24,0.9,0.65,0.82,1
411,8.2,1.033,75.0,37.29,37.59,36.85,0.74,0.16,0.43,0
412,8.22,0.941,75.9,36.65,37.24,36.19,1.05,0.34,0.49,0
413,8.24,0.92,69.6,36.23,36.78,35.86,0.92,0.52,0.7,0
414,8.26,1.061,72.4,36.15,36.77,35.76,1.01,0.75,0.88,1
415,8.28,1.013,75.0,36.35,36.75,35.71,1.04,0.5,0.61,1
416,8.3,0.959,74.0,36.97,37.55,36.54,1.01,0.66,0.85,1
417,8.32,1.073,81.4,37.06,37.34,36.63,0.71,0.69,0.9,0
418,8.34,1.001,76.1,37.1,37.45,36.66,0.79,0.68,0.82,1
419,8.36,1.054,79.3,36.06,36.39,35.730000000000004,0.66,0.52,0.64,0
420,8.38,0.998,75.0,36.8,37.2,36.68,0.52,0.43,0.54,1
421,8.4,1.097,80.3,36.29,36.43,35.58,0.85,0.4,0.61,0
422,8.42,1.081,77.0,37.0,37.35,36.39,0.96,1.05,1.3,1
423,8.44,0.981,75.1,37.04,37.73,36.39,1.34,0.67,0.8,1
424,8.46,1.041,74.9,36.21,36.39,36.02,0.37,0.88,1.05,0
425,8.48,1.024,70.2,37.28,37.41,36.59,0.82,0.48,0.73,0
426,8.5,1.06,77.5,37.97,38.12,37.18,0.94,0.79,0.98,1
427,8.52,0.943,74.8,37.22,38.15,36.61,1.54,0.53,0.72,0
428,8.54,1.025,72.5,36.72,37.21,35.99,1.22,0.6,0.82,0
429,8.56,1.043,80.5,36.64,36.99,36.08,0.91,0.56,0.74,1
430,8.58,0.902,68.7,36.7,37.11,36.470000000000006,0.64,0.47,0.63,0
431,8.6,0.93,72.9,36.42,36.870000000000005,35.92,0.95,0.47,0.69,0
432,8.62,0.886,80.1,36.93,37.2,36.73,0.47,0.59,0.72,0
433,8.64,0.974,76.6,36.23,36.53,35.95,0.58,0.51,0.63,0
434,8.66,1.023,74.8,35.86,36.23,35.4,0.83,0.62,0.79,1
435,8.68,1.062,76.3,36.91,37.17,36.47,0.7,0.47,0.71,0
436,8.7,0.989,75.9,36.81,37.13,36.32,0.81,0.71,0.97,1
437,8.72,1.066,67.4,36.51,36.98,36.47,0.51,0.53,0.71,0
438,8.74,0.915,73.3,36.16,36.36,35.79,0.57,0.85,1.09,0
439,8.76,0.898,83.1,36.94,37.86,36.43,1.43,0.59,0.86,0
440,8.78,0.98,71.7,36.3,36.85,35.75,1.1,0.58,0.78,1
441,8.8,1.001,73.4,36.73,36.88,36.17,0.71,0.84,1.07,0
442,8.82,0.98,72.3,37.68,37.58,37.23,0.35,0.53,0.82,1
443,8.84,0.877,74.6,37.13,37.39,36.81,0.58,0.54,0.7,1
444,8.86,0.975,72.1,36.12,36.66,35.62,1.04,0.49,0.68,0
445,8.88,0.914,77.4,36.16,36.66,35.81999999999999,0.84,0.63,0.91,0
446,8.9,1.012,76.0,36.88,37.260000000000005,36.3,0.96,0.49,0.64,0
447,8.92,0.996,78.9,36.11,36.39,35.62,0.77,0.72,0.93,0
448,8.94,0.93,69.7,35.8,36.02,35.41,0.61,0.59,0.76,1
449,8.96,0.95,73.3,37.07,37.39,36.82,0.57,0.73,1.0,0
450,8.98,0.922,73.9,36.96,37.16,36.34,0.82,0.71,0.85,1
451,9.0,0.971,77.3,37.03,37.35,36.52,0.83,0.52,0.72,1
452,9.02,1.021,71.0,36.93,37.6,36.11,1.49,0.49,0.64,0
453,9.04,0.923,79.6,36.77,37.02,36.260000000000005,0.76,0.55,0.68,0
454,9.06,0.996,80.9,36.47,36.99,35.95,1.04,0.6,0.71,1
455,9.08,0.944,70.1,37.06,37.61,36.95,0.66,0.65,0.84,0
456,9.1,0.929,72.5,37.56,37.74,37.1,0.64,0.67,0.89,0
457,9.12,0.963,72.3,36.55,36.78,36.21,0.57,0.6,0.8,1
458,9.14,0.915,88.2,36.29,36.9,35.72,1.18,0.5,0.71,1
459,9.16,0.938,72.9,36.23,36.44,35.76,0.68,0.51,0.69,1
460,9.18,0.905,83.4,36.37,36.76,35.77,0.99,0.68,0.93,0
461,9.2,1.062,68.7,36.9,37.71,36.07,1.64,0.5,0.74,1
462,9.22,0.965,70.1,35.73,36.33,35.489999999999995,0.84,0.68,0.89,0
463,9.24,0.927,71.6,37.02,37.440000000000005,36.43,1.01,0.69,0.9,0
464,9.26,0.971,70.8,37.12,37.69,36.58,1.11,0.83,1.01,0
465,9.28,0.954,73.7,35.9,36.29,35.1,1.19,0.53,0.83,1
466,9.3,0.947,71.5,36.31,36.91,35.77,1.14,0.55,0.79,0
467,9.32,0.988,70.9,36.84,36.830000000000005,36.32,0.51,0.25,0.44,0
468,9.34,0.994,80.8,36.73,37.1,36.16,0.94,0.46,0.65,1
469,9.36,0.928,81.1,37.06,37.04,36.48,0.56,0.46,0.64,0
470,9.38,0.925,79.7,36.73,37.16,36.04,1.12,0.68,0.87,1
471,9.4,0.939,77.6,37.43,37.78,37.19,0.59,0.87,1.08,1
472,9.42,0.836,75.5,36.64,37.31,36.32,0.99,0.69,0.8,1
473,9.44,0.874,72.5,36.31,36.85,35.56,1.29,0.75,0.94,1
474,9.46,1.017,70.2,36.27,36.56,36.260000000000005,0.3,0.49,0.68,0
475,9.48,1.03,76.8,37.17,37.49,36.79,0.7,0.42,0.62,1
476,9.5,0.934,69.1,36.81,37.29,36.38,0.91,0.56,0.77,0
477,9.52,0.974,70.0,37.12,37.41,36.76,0.65,0.51,0.71,0
478,9.54,0.959,80.8,37.11,37.5,36.39,1.11,0.47,0.69,1
479,9.56,1.096,84.5,35.79,36.45,35.29,1.16,0.63,0.82,0
480,9.58,0.997,77.0,36.23,36.46,35.91,0.55,0.42,0.67,1
481,9.6,0.933,80.5,36.29,36.6,36.02,0.58,0.72,0.95,1
482,9.62,0.89,73.8,36.39,36.73,35.93,0.8,0.54,0.85,1
483,9.64,0.857,68.3,36.59,37.620000000000005,35.96,1.66,0.59,0.83,0
484,9.66,0.946,78.1,37.3,37.82,36.87,0.95,0.61,0.77,1
485,9.68,0.896,77.8,37.4,38.03,37.03,1.0,0.53,0.72,0
486,9.7,0.862,75.4,36.65,37.2,36.39,0.81,0.79,0.96,1
487,9.72,0.899,73.8,36.67,37.24,36.2,1.04,0.36,0.56,0
488,9.74,0.876,79.8,36.45,36.940000000000005,35.99,0.95,0.79,1.04,0
489,9.76,1.013,70.1,36.84,37.31,36.580000000000005,0.73,0.55,0.73,1
490,9.78,0.971,71.1,36.9,37.01,36.29,0.72,0.74,0.91,0
491,9.8,0.925,70.0,37.2,37.67,36.46,1.21,0.63,0.86,1
492,9.82,0.998,75.4,37.2,37.580000000000005,36.790000000000006,0.79,0.73,0.89,0
493,9.84,0.926,69.6,35.65,36.16,35.19,0.97,0.58,0.74,0
494,9.86,0.878,71.6,36.72,37.11,36.54,0.57,0.64,0.86,1
495,9.88,0.995,71.5,37.49,38.04,36.940000000000005,1.1,0.76,0.87,1
496,9.9,0.944,73.7,36.58,37.17,36.09,1.08,0.61,0.79,0
497,9.92,0.864,67.6,37.37,37.19,37.04,0.15,0.8,1.04,0
498,9.94,0.905,75.4,36.65,36.96,36.4,0.56,0.65,0.76,1
499,9.96,0.869,81.2,36.89,36.92,36.12,0.8,0.49,0.6,0
500,9.98,0.842,75.7,36.23,36.68,35.75,0.93,0.55,0.68,1
501,10.0,0.956,82.7,36.25,36.59,36.03,0.56,0.73,0.79,0
502,10.02,1.003,81.7,37.16,37.83,36.59,1.24,0.41,0.7,0
503,10.04,0.836,78.9,37.24,37.68,36.79,0.89,0.72,0.93,0
504,10.06,0.932,75.4,36.81,37.11,36.400000000000006,0.71,0.55,0.72,1
505,10.08,0.87,75.1,36.19,36.78,35.59,1.19,0.41,0.55,0
506,10.1,0.876,78.8,36.82,37.16,36.94,0.22,0.63,0.94,1
507,10.12,0.869,73.0,37.43,37.73,37.39,0.34,0.49,0.72,0
508,10.14,0.854,65.6,37.67,38.15,36.99,1.16,0.51,0.7,1
509,10.16,0.898,77.5,36.64,37.36,36.27,1.09,0.51,0.77,0
510,10.18,0.852,69.3,35.97,36.54,35.66,0.88,0.62,0.84,0
511,10.2,0.905,70.2,37.22,37.73,37.09,0.64,0.54,0.71,1
512,10.22,0.888,75.0,36.66,37.61,36.22,1.39,0.66,0.83,0
513,10.24,0.876,74.5,37.27,37.52,36.81,0.71,0.75,0.92,1
514,10.26,0.841,67.9,36.94,37.19,36.25,0.94,0.68,0.83,0
515,10.28,0.856,75.8,36.36,36.79,35.89,0.9,0.87,1.13,0
516,10.3,0.92,79.8,36.83,37.53,36.49,1.04,0.91,1.08,1
517,10.32,0.906,69.4,37.45,37.66,36.970000000000006,0.69,0.56,0.83,1
518,10.34,0.83,81.4,36.73,37.48,36.11,1.37,0.43,0.59,1
519,10.36,0.882,67.2,36.28,36.39,35.7,0.69,0.56,0.73,1
520,10.38,0.913,85.6,36.01,36.39,35.489999999999995,0.9,0.62,0.8,1
521,10.4,0.79,72.9,36.41,36.84,35.959999999999994,0.88,0.93,1.09,1
522,10.42,0.898,75.7,36.59,36.81,36.31,0.5,0.54,0.71,0
523,10.44,0.836,65.5,37.21,37.49,37.02,0.47,0.64,0.87,0
524,10.46,0.896,74.7,36.24,36.8,36.080000000000005,0.72,0.5,0.76,1
525,10.48,0.827,76.1,37.58,38.27,37.1,1.17,0.55,0.76,1
526,10.5,0.773,74.6,36.13,36.11,35.63,0.48,0.42,0.56,0
527,10.52,0.78,72.2,37.97,38.41,37.35,1.06,0.38,0.55,0
528,10.54,0.862,70.3,37.66,38.04,37.15,0.89,0.8,0.97,0
529,10.56,0.87,80.7,36.87,37.29,36.26,1.03,0.76,1.05,0
530,10.58,0.81,75.2,35.98,36.32,35.61,0.71,0.54,0.79,0
531,10.6,0.885,82.7,36.77,36.91,36.220000000000006,0.69,0.76,1.02,1
532,10.62,0.768,72.4,36.61,37.32,36.41,0.91,0.4,0.56,0
533,10.64,0.845,72.8,36.16,36.79,35.77,1.02,0.57,0.71,0
534,10.66,0.786,79.1,36.95,37.330000000000005,36.92,0.41,0.63,0.86,1
535,10.68,0.812,66.9,36.39,36.69,35.980000000000004,0.71,0.79,0.97,0
536,10.7,0.845,68.9,36.44,36.72,35.8,0.92,0.63,0.84,1
537,10.72,0.797,80.5,36.7,36.580000000000005,36.290000000000006,0.29,0.68,0.9,1
538,10.74,0.819,69.1,36.51,36.98,35.97,1.01,0.53,0.71,1
539,10.76,0.886,65.9,37.84,38.400000000000006,37.39,1.01,0.64,0.89,0
540,10.78,0.805,84.3,36.53,36.96,36.24,0.72,0.79,0.92,0
541,10.8,0.873,68.0,37.02,37.400000000000006,36.66,0.74,0.36,0.57,1
542,10.82,0.773,75.9,36.87,37.3,36.23,1.07,0.77,1.0,0
543,10.84,0.853,75.3,36.98,37.21,36.44,0.77,0.57,0.86,0
544,10.86,0.897,60.9,37.01,37.31,36.73,0.58,0.39,0.6,0
545,10.88,0.699,73.7,37.24,37.61,37.120000000000005,0.49,0.56,0.82,0
546,10.9,0.78,77.2,36.93,37.47,36.49,0.98,0.79,1.05,0
547,10.92,0.847,76.8,36.91,37.59,36.63,0.96,0.53,0.85,0
548,10.94,0.805,79.5,36.83,37.18,36.47,0.71,0.64,0.86,0
549,10.96,0.832,73.1,36.73,36.92,36.62,0.3,0.36,0.66,1
550,10.98,0.781,78.6,36.34,36.75,35.730000000000004,1.02,0.33,0.57,0
551,11.0,0.813,71.6,36.77,37.57,36.39,1.18,0.44,0.56,0
552,11.02,0.798,67.9,36.92,37.13,36.510000000000005,0.62,0.75,0.95,0
553,11.04,0.862,68.5,37.0,37.58,36.77,0.81,0.59,0.74,0
554,11.06,0.814,67.7,36.89,37.56,36.55,1.01,0.76,1.04,0
555,11.08,0.816,80.0,36.68,37.01,36.26,0.75,0.77,0.98,1
556,11.1,0.776,67.4,36.77,37.03,36.49,0.54,0.49,0.62,0
557,11.12,0.77,76.4,36.52,37.03,36.16,0.87,0.84,1.08,1
558,11.14,0.77,73.7,36.96,37.43,36.28,1.15,0.52,0.79,1
559,11.16,0.809,74.5,36.69,37.23,36.64,0.59,0.75,0.93,1
560,11.18,0.766,81.8,36.89,37.7,36.45,1.25,0.74,0.92,1
561,11.2,0.799,72.8,37.3,37.73,37.06,0.67,0.61,0.82,1
562,11.22,0.886,78.1,36.45,36.61,35.78,0.83,0.61,0.72,0
563,11.24,0.823,75.2,37.1,37.51,36.74,0.77,0.65,0.89,0
564,11.26,0.761,74.2,36.82,37.27,36.63,0.64,0.62,0.9,1
565,11.28,0.834,86.5,37.81,38.46,37.45,1.01,0.54,0.71,0
566,11.3,0.751,67.8,36.69,37.05,36.22,0.83,0.53,0.82,1
567,11.32,0.667,81.4,37.15,37.47,36.19,1.28,0.54,0.79,0
568,11.34,0.716,78.3,36.81,36.940000000000005,36.830000000000005,0.11,0.78,0.98,0
569,11.36,0.671,72.6,36.11,36.62,35.95,0.67,0.36,0.59,1
570,11.38,0.744,83.1,36.54,37.61,35.88,1.73,0.53,0.81,0
571,11.4,0.76,65.8,37.24,37.6,37.14,0.46,0.55,0.76,0
572,11.42,0.84,72.4,36.58,37.07,36.18,0.89,0.57,0.79,1
573,11.44,0.77,69.0,35.69,35.98,35.39,0.59,0.64,0.81,1
574,11.46,0.74,77.1,36.78,36.92,36.51,0.41,0.4,0.59,1
575,11.48,0.79,69.4,36.25,36.74,35.88,0.86,0.75,0.99,0
576,11.5,0.635,77.2,36.87,37.28,36.54,0.74,0.73,0.92,0
577,11.52,0.755,74.1,37.58,37.5,36.97,0.53,0.7,0.87,1
578,11.54,0.779,72.6,37.18,37.9,36.51,1.39,0.57,0.83,0
579,11.56,0.664,76.9,37.57,38.05,37.08,0.97,0.49,0.71,0
580,11.58,0.792,73.7,36.52,36.93,36.17,0.76,0.55,0.73,1
581,11.6,0.749,69.6,36.73,37.05,36.28,0.77,0.61,0.9,1
582,11.62,0.709,89.0,36.28,36.76,35.72,1.04,0.7,1.01,0
583,11.64,0.758,72.6,36.46,36.95,35.86,1.09,0.59,0.84,0
584,11.66,0.838,63.9,36.34,36.82,35.870000000000005,0.95,0.65,0.79,0
585,11.68,0.73,70.8,36.15,36.76,35.44,1.32,0.53,0.75,1
586,11.7,0.731,68.7,37.48,38.13999999999999,37.2,0.94,0.64,0.87,0
587,11.72,0.693,79.1,35.75,36.55,35.12,1.43,0.56,0.68,0
588,11.74,0.67,76.6,37.49,37.72,36.95,0.77,0.64,0.9,0
589,11.76,0.752,77.0,37.42,37.71,37.14,0.57,0.33,0.54,1
590,11.78,0.664,73.1,37.05,37.52,36.6,0.92,0.67,0.93,1
591,11.8,0.708,73.6,36.24,36.48,35.78,0.7,0.68,0.86,0
592,11.82,0.678,73.1,36.01,36.29,35.64,0.65,0.68,0.9,0
593,11.84,0.723,74.6,36.53,37.03,36.16,0.87,0.45,0.68,1
594,11.86,0.713,79.2,37.11,37.69,37.01,0.68,0.49,0.7,1
595,11.88,0.745,76.7,36.8,37.46,36.54,0.92,0.47,0.69,0
596,11.9,0.665,77.5,36.28,36.64,35.93,0.71,0.65,0.84,0
597,11.92,0.674,77.5,37.37,37.86,37.08,0.78,0.7,0.84,0
598,11.94,0.635,79.4,37.64,38.09,37.41,0.68,0.5,0.6,0
599,11.96,0.659,76.4,36.69,37.09,36.08,1.01,0.8,0.97,1
600,11.98,0.697,76.8,36.85,37.09,36.47,0.62,0.8,1.04,1
601,12.0,0.713,80.9,36.05,36.26,35.22,1.04,0.62,0.77,0
602,12.02,0.626,71.7,36.59,37.120000000000005,36.150000000000006,0.97,0.66,0.91,0
603,12.04,0.713,70.7,37.06,37.29,36.45,0.84,0.35,0.62,0
604,12.06,0.734,69.1,36.98,37.02,36.62,0.4,0.52,0.74,0
605,12.08,0.684,75.9,36.55,36.94,36.28,0.66,0.41,0.6,1
606,12.1,0.754,65.7,36.66,37.35,36.21,1.14,0.46,0.71,0
607,12.12,0.619,77.3,36.58,36.42,35.92,0.5,0.68,0.94,1
608,12.14,0.592,74.5,36.66,37.0,36.28,0.72,0.71,0.9,1
609,12.16,0.563,80.7,37.01,37.55,36.52,1.03,0.72,0.92,0
610,12.18,0.723,71.6,35.82,35.86,35.37,0.49,0.64,0.8,0
611,12.2,0.678,74.0,36.76,37.12,36.38,0.74,0.68,0.89,1
612,12.22,0.64,80.6,36.97,37.14,36.58,0.56,0.36,0.46,1
613,12.24,0.653,81.9,36.51,36.71,36.31,0.4,0.41,0.6,1
614,12.26,0.58,71.6,36.56,36.88,36.16,0.72,0.57,0.73,0
615,12.28,0.755,75.9,36.57,36.75,36.04,0.71,0.69,0.89,1
616,12.3,0.636,76.5,36.56,36.72,36.1,0.62,0.53,0.69,0
617,12.32,0.632,76.9,36.8,37.19,36.36,0.83,0.4,0.5,0
618,12.34,0.66,73.7,36.86,37.71,36.31,1.4,0.5,0.67,0
619,12.36,0.645,81.4,35.75,36.3,35.31,0.99,0.46,0.64,1
620,12.38,0.629,65.6,37.13,37.73,36.73,1.0,0.34,0.59,0
621,12.4,0.575,72.9,36.66,37.22,36.11,1.11,0.93,1.1,0
622,12.42,0.635,77.2,37.77,38.03,37.34,0.69,0.78,0.94,0
623,12.44,0.702,77.3,36.2,36.66,35.85,0.81,0.3,0.44,1
624,12.46,0.672,81.8,36.37,36.99,35.879999999999995,1.11,0.31,0.57,1
625,12.48,0.681,81.0,36.7,37.27,36.31,0.96,0.48,0.67,0
626,12.5,0.573,73.6,37.01,37.45,36.67,0.78,0.38,0.59,1
627,12.52,0.546,81.5,35.82,36.32,35.39,0.93,0.96,1.08,1
628,12.54,0.586,71.4,36.39,37.28,35.96,1.32,0.48,0.59,0
629,12.56,0.592,79.7,37.1,37.67,36.92,0.75,0.65,0.8,0
630,12.58,0.64,84.1,36.33,36.67,35.86,0.81,0.52,0.8,0
631,12.6,0.498,81.1,37.49,37.88,36.72,1.16,0.42,0.57,0
632,12.62,0.656,75.5,36.57,36.76,36.37,0.39,0.76,0.93,1
633,12.64,0.568,73.3,36.35,37.22,36.05,1.17,0.7,0.9,0
634,12.66,0.551,67.4,37.11,37.83,36.15,1.68,0.59,0.76,1
635,12.68,0.519,76.6,37.6,38.02,37.36,0.66,0.96,1.18,1
636,12.7,0.483,69.4,37.01,37.85,36.35,1.5,0.64,0.8,1
637,12.72,0.604,71.0,37.43,37.96,37.08,0.88,0.53,0.67,0
638,12.74,0.563,69.0,37.64,37.95,37.23,0.72,0.89,1.23,0
639,12.76,0.492,72.7,36.34,36.92,35.970000000000006,0.95,0.66,0.81,0
640,12.78,0.488,74.9,37.27,37.75,36.78,0.97,0.84,1.08,1
641,12.8,0.533,76.4,36.04,36.61,35.96,0.65,0.59,0.74,0
642,12.82,0.629,72.0,37.01,37.14,36.57,0.57,0.15,0.27,1
643,12.84,0.53,80.3,36.76,37.0,36.44,0.56,0.37,0.57,0
644,12.86,0.464,74.0,37.42,38.120000000000005,37.39,0.73,0.76,0.89,1
645,12.88,0.524,71.1,37.39,38.13,36.77,1.36,0.51,0.69,0
646,12.9,0.519,76.1,37.08,37.76,37.1,0.66,0.64,0.8,0
647,12.92,0.394,84.8,36.95,37.790000000000006,36.120000000000005,1.67,0.77,1.03,0
648,12.94,0.523,76.7,37.05,37.57,36.53,1.04,0.63,0.75,1
649,12.96,0.511,73.2,36.83,37.33,36.7,0.63,0.47,0.7,1
650,12.98,0.554,67.4,36.77,36.99,36.1,0.89,0.6,0.81,0
651,13.0,0.608,73.9,37.52,37.8,37.27,0.53,0.62,0.81,0
652,13.02,0.568,76.2,37.58,37.58,37.32,0.26,0.54,0.7,0
653,13.04,0.495,73.1,36.73,37.07,36.69,0.38,0.39,0.6,1
654,13.06,0.45,66.7,36.92,36.91,36.690000000000005,0.22,0.55,0.76,0
655,13.08,0.63,70.7,36.84,37.46,36.59,0.87,0.59,0.81,1
656,13.1,0.501,82.3,35.99,36.47,35.43,1.04,0.38,0.57,0
657,13.12,0.495,82.2,36.63,36.620000000000005,36.0,0.62,0.46,0.6,0
658,13.14,0.49,70.6,37.6,37.96,37.45,0.51,0.49,0.73,0
659,13.16,0.498,78.4,36.43,37.22,35.98,1.24,0.32,0.52,0
660,13.18,0.477,69.1,37.86,38.23,37.83,0.4,0.62,0.79,1
661,13.2,0.452,82.0,37.39,37.59,36.94,0.65,0.64,0.79,0
662,13.22,0.45,76.2,37.0,37.04,36.17,0.87,0.52,0.77,1
663,13.24,0.472,79.7,37.08,37.13,37.04,0.09,0.39,0.66,0
664,13.26,0.443,66.4,36.34,36.85,36.14,0.71,0.66,0.89,0
665,13.28,0.431,78.4,36.67,36.98,36.120000000000005,0.86,0.68,0.91,1
666,13.3,0.469,75.0,37.52,37.85,36.95,0.9,0.61,0.87,0
667,13.32,0.447,79.3,36.49,36.8,36.28,0.52,0.61,0.79,1
668,13.34,0.531,79.6,37.33,37.7,36.64,1.06,0.69,1.0,0
669,13.36,0.32,75.3,36.11,36.26,35.87,0.39,0.59,0.74,0
670,13.38,0.504,72.0,36.2,36.66,35.470000000000006,1.19,0.46,0.65,0
671,13.4,0.508,78.9,37.75,37.87,37.26,0.61,0.59,0.75,1
672,13.42,0.338,74.7,36.79,37.04,36.14,0.9,0.54,0.74,0
673,13.44,0.421,70.6,36.53,37.13,36.06,1.07,0.59,0.88,0
674,13.46,0.416,70.4,37.48,37.96,36.95,1.01,0.73,0.92,1
675,13.48,0.361,67.6,37.42,37.96,36.88,1.08,0.42,0.64,0
676,13.5,0.388,72.4,37.26,38.09,36.63,1.46,0.63,0.68,1
677,13.52,0.368,80.5,36.52,36.91,36.13,0.78,0.41,0.63,1
678,13.54,0.508,75.9,36.66,37.06,36.44,0.62,0.46,0.71,1
679,13.56,0.463,72.4,36.96,37.31,36.58,0.73,0.84,1.05,0
680,13.58,0.476,79.0,37.15,37.46,36.88,0.58,0.67,0.82,0
681,13.6,0.445,70.8,36.55,36.75,36.27,0.48,0.62,0.76,0
682,13.62,0.349,75.5,36.89,37.31,36.16,1.15,0.35,0.52,0
683,13.64,0.376,74.1,36.93,37.4,36.41,0.99,0.56,0.7,0
